guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number
smithanthony@example.net,True,BASIC,29.335771626990194,23 Sep 2020,2020-10-08,246.03,sdv-pii-okmrs,630467911354
boyddustin@example.org,False,BASIC,0.5057363694553025,14 Apr 2020,2020-07-23,98.51,sdv-pii-6jnrn,3540342908359794
tammycox@example.com,True,DELUXE,27.5988285301409,21 Aug 2020,2020-11-17,134.47,sdv-pii-2mpwc,4782784252848895
jessicaanthony@example.net,True,DELUXE,48.12,08 Jun 2020,2020-05-05,227.68,sdv-pii-jocg9,30241255620787
yconrad@example.org,True,DELUXE,13.53305282195913,25 Sep 2020,2020-01-07,159.07,sdv-pii-itewo,502072459428
ugood@example.net,False,DELUXE,34.69037436265744,14 Oct 2020,2020-03-31,121.56,sdv-pii-njkpg,5360846516507158
yangjason@example.org,False,DELUXE,34.82695264486653,21 May 2020,2020-05-28,182.23,sdv-pii-9zmsl,4192137363174240522
matthewrobinson@example.net,False,BASIC,21.700828015339265,24 Feb 2020,2020-01-07,87.83,sdv-pii-6sa88,3532913220021591
tony64@example.org,False,SUITE,29.881149966310794,14 Sep 2020,2020-09-19,132.79,sdv-pii-01xrv,180061672615840
sharon41@example.org,False,BASIC,20.843179316870508,11 Apr 2020,2020-06-01,141.89,sdv-pii-ul2rt,4066615792984408647
jamie59@example.net,False,SUITE,9.442547460271609,09 Feb 2020,2020-11-03,147.78,sdv-pii-i4zxd,30487374725409
barbara06@example.net,False,DELUXE,27.10212640746503,23 Nov 2020,2020-06-05,116.82,sdv-pii-brp7p,3532180985559328
richard94@example.net,True,BASIC,32.595472118301885,22 Jan 2020,2020-05-05,88.87,sdv-pii-1x4zc,213158293143078
stefaniesantiago@example.com,True,DELUXE,27.007881097448355,05 Oct 2020,2020-12-06,105.16,sdv-pii-0zwfj,2671986665159459
walkererica@example.org,True,SUITE,10.658846318189504,15 Jul 2020,2020-10-29,172.91,sdv-pii-y6i3a,4943602439967
dgarcia@example.com,False,BASIC,28.638619105118828,14 May 2020,2020-01-07,152.61,sdv-pii-ivkal,4148400819725024550
steven36@example.org,False,BASIC,29.61315491625212,05 Jan 2020,2020-03-02,205.19,sdv-pii-y7lei,4979607877656885
heather26@example.com,True,SUITE,9.004865970624138,14 Sep 2020,2020-04-10,127.32,sdv-pii-c0nae,4905922455205
martha12@example.net,True,DELUXE,48.12,11 Mar 2020,2020-06-16,199.29,sdv-pii-gqm30,4813489954844
brandynolan@example.net,False,BASIC,13.100849435931496,28 May 2020,2020-07-13,118.21,sdv-pii-yk5gh,4164795104682223
emcpherson@example.com,True,SUITE,28.84765710845997,03 Sep 2020,2020-12-22,99.14,sdv-pii-g3ksl,3517439040221558
smithstephen@example.com,False,BASIC,48.12,09 Dec 2020,2020-03-14,135.51,sdv-pii-uy2gg,38165050008637
timothy17@example.org,False,DELUXE,7.769019982237953,09 Oct 2020,2020-02-17,217.61,sdv-pii-7syfq,502079439506
joanna69@example.org,False,SUITE,2.219191226856715,29 Feb 2020,2020-01-25,97.81,sdv-pii-7x59k,502037534687
emilymclaughlin@example.net,True,DELUXE,9.356536252062222,03 Jun 2020,2020-04-19,106.94,sdv-pii-bwvme,630463122675
sparkstony@example.org,True,BASIC,48.12,14 Aug 2020,2020-09-25,91.51,sdv-pii-pdqa0,4763916809319508
kathrynhuff@example.org,False,BASIC,12.577157604170434,28 Sep 2020,2020-04-17,113.0,sdv-pii-3v4ga,30346210566031
jessica43@example.org,True,DELUXE,46.1106388679777,30 Jul 2020,2020-02-09,170.79,sdv-pii-2n81i,30194008614484
goodmichael@example.com,False,BASIC,18.997739709987005,31 Aug 2020,2020-03-03,137.21,sdv-pii-fvogh,4526165890641
ccole@example.com,False,BASIC,4.941515227413923,05 Jan 2020,2020-03-16,193.79,sdv-pii-ovnxf,30276530594928
ewhite@example.com,True,BASIC,28.431457049003,02 Mar 2020,2020-01-07,96.26,sdv-pii-215lx,4268417937340425
qcollins@example.com,False,SUITE,16.785420426216845,11 Aug 2020,2020-06-24,139.0,sdv-pii-4euse,502043584908
wilsonsuzanne@example.com,False,BASIC,40.181572032494884,28 Jul 2020,2021-01-08,310.13,sdv-pii-q9r62,4272284844331887
jessicaweaver@example.org,False,DELUXE,8.807387389468257,24 Jan 2020,2020-09-01,134.67,sdv-pii-quimt,4771392798575487076
trevor92@example.com,False,DELUXE,48.12,18 Feb 2020,2020-01-07,94.65,sdv-pii-6ylrj,3598729602893345
matthew28@example.com,False,DELUXE,30.734492336651044,11 Jul 2020,2020-10-02,92.35,sdv-pii-uqxea,501882262238
andersoncynthia@example.net,False,BASIC,39.206552621270134,19 Nov 2020,2020-08-12,132.45,sdv-pii-pfggx,3537921127602160
michaelsanchez@example.org,False,DELUXE,16.484828446565952,24 Aug 2020,2020-09-08,83.8,sdv-pii-rtqd5,30273529982800
kevinstrong@example.net,False,SUITE,32.01972591922317,13 Feb 2020,2020-03-04,99.91,sdv-pii-c20cx,2275957962477126
elizabeth97@example.net,True,DELUXE,4.684355099597264,05 Jan 2020,2020-01-07,151.6,sdv-pii-u70us,4413637494726
fsimmons@example.net,False,DELUXE,35.872413423664405,22 Sep 2020,2020-01-19,320.15,sdv-pii-ch7f8,4145895301949689409
kristina48@example.org,False,BASIC,30.25444533905486,30 Apr 2020,2020-02-12,119.59,sdv-pii-stn5u,6011716918632659
smithemily@example.com,False,BASIC,26.524186424691834,11 Aug 2020,2020-10-21,187.25,sdv-pii-vdnqg,4302786745489485
